"FullName","Name","Length","CreationTime","LastWriteTime","LastAccessTime","Attributes","Owner"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\quc.dat","quc.dat","775","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\raj_IN.dat","raj_IN.dat","659","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\raj.dat","raj.dat","2428","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rhg_Rohg_BD.dat","rhg_Rohg_BD.dat","1212","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rhg_Rohg_MM.dat","rhg_Rohg_MM.dat","636","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rhg_Rohg.dat","rhg_Rohg.dat","693","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rhg.dat","rhg.dat","4611","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:38 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rif_MA.dat","rif_MA.dat","617","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rif.dat","rif.dat","49902","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rm_CH.dat","rm_CH.dat","653","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rm.dat","rm.dat","95006","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rn_BI.dat","rn_BI.dat","616","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rn.dat","rn.dat","16241","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ro_MD.dat","ro_MD.dat","2881","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ro_RO.dat","ro_RO.dat","635","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ro.dat","ro.dat","200714","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rof_TZ.dat","rof_TZ.dat","617","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rof.dat","rof.dat","15473","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\root.dat","root.dat","51983","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru_BY.dat","ru_BY.dat","676","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru_KG.dat","ru_KG.dat","659","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru_KZ.dat","ru_KZ.dat","656","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru_MD.dat","ru_MD.dat","654","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru_RU.dat","ru_RU.dat","653","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru_UA.dat","ru_UA.dat","1210","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ru.dat","ru.dat","305832","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rw_RW.dat","rw_RW.dat","616","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rw.dat","rw.dat","8418","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rwk_TZ.dat","rwk_TZ.dat","617","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:39 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\rwk.dat","rwk.dat","15369","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sa_IN.dat","sa_IN.dat","658","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sa.dat","sa.dat","15978","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sah_RU.dat","sah_RU.dat","654","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sah.dat","sah.dat","39310","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\saq_KE.dat","saq_KE.dat","636","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\saq.dat","saq.dat","15787","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sat_Deva_IN.dat","sat_Deva_IN.dat","659","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sat_Deva.dat","sat_Deva.dat","1943","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sat_Olck_IN.dat","sat_Olck_IN.dat","659","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sat_Olck.dat","sat_Olck.dat","905","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sat.dat","sat.dat","66131","6/29/2025 7:40:08 PM","6/29/2025 7:40:08 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sbp_TZ.dat","sbp_TZ.dat","617","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sbp.dat","sbp.dat","15609","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sc_IT.dat","sc_IT.dat","653","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sc.dat","sc.dat","189970","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\scn_IT.dat","scn_IT.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\scn.dat","scn.dat","70373","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sd_Arab_PK.dat","sd_Arab_PK.dat","635","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sd_Arab.dat","sd_Arab.dat","879","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sd_Deva_IN.dat","sd_Deva_IN.dat","658","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sd_Deva.dat","sd_Deva.dat","13957","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sd.dat","sd.dat","154300","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sdh_IQ.dat","sdh_IQ.dat","679","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sdh_IR.dat","sdh_IR.dat","679","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sdh.dat","sdh.dat","1032","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:40 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\se_FI.dat","se_FI.dat","44207","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\se_NO.dat","se_NO.dat","653","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\se_SE.dat","se_SE.dat","694","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\se.dat","se.dat","54830","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\seh_MZ.dat","seh_MZ.dat","636","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\seh.dat","seh.dat","15433","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ses_ML.dat","ses_ML.dat","617","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\ses.dat","ses.dat","15812","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sg_CF.dat","sg_CF.dat","616","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sg.dat","sg.dat","16476","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shi_Latn_MA.dat","shi_Latn_MA.dat","617","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shi_Latn.dat","shi_Latn.dat","15435","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shi_Tfng_MA.dat","shi_Tfng_MA.dat","617","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shi_Tfng.dat","shi_Tfng.dat","974","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shi.dat","shi.dat","21830","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shn_MM.dat","shn_MM.dat","636","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shn_TH.dat","shn_TH.dat","636","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\shn.dat","shn.dat","890","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\si_LK.dat","si_LK.dat","635","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\si.dat","si.dat","216775","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sid_ET.dat","sid_ET.dat","636","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sid.dat","sid.dat","2176","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sk_SK.dat","sk_SK.dat","653","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sk.dat","sk.dat","218242","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\skr_PK.dat","skr_PK.dat","636","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\skr.dat","skr.dat","1702","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sl_SI.dat","sl_SI.dat","635","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:41 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sl.dat","sl.dat","210137","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sma_NO.dat","sma_NO.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sma_SE.dat","sma_SE.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sma.dat","sma.dat","944","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\smj_NO.dat","smj_NO.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\smj_SE.dat","smj_SE.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\smj.dat","smj.dat","939","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\smn_FI.dat","smn_FI.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\smn.dat","smn.dat","40399","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sms_FI.dat","sms_FI.dat","654","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sms.dat","sms.dat","6521","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sn_ZW.dat","sn_ZW.dat","635","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sn.dat","sn.dat","16732","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\so_DJ.dat","so_DJ.dat","656","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\so_ET.dat","so_ET.dat","655","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\so_KE.dat","so_KE.dat","1208","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\so_SO.dat","so_SO.dat","616","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\so.dat","so.dat","166227","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sq_AL.dat","sq_AL.dat","635","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sq_MK.dat","sq_MK.dat","1208","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:42 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sq_XK.dat","sq_XK.dat","1187","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sq.dat","sq.dat","160229","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sr_Cyrl_BA.dat","sr_Cyrl_BA.dat","41992","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sr_Cyrl_ME.dat","sr_Cyrl_ME.dat","2320","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sr_Cyrl_RS.dat","sr_Cyrl_RS.dat","635","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sr_Cyrl_XK.dat","sr_Cyrl_XK.dat","1574","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
"D:\DoganHub\DBA\Dinsight\.venv\Lib\site-packages\babel\locale-data\sr_Cyrl.dat","sr_Cyrl.dat","1990","6/29/2025 7:40:09 PM","6/29/2025 7:40:09 PM","7/9/2025 11:34:43 PM","Archive","AHMETDOGAN\asmel"
